iter	RMSE
185	2.85355533
186	2.840520702
187	2.82235091
188	2.818843894
189	2.792113765
190	2.781807481
191	2.781795218
192	2.777325137
193	2.774101292
194	2.770356937
195	2.767410346
196	2.763758205
197	2.751211652
198	2.742020747
199	2.740278821
200	2.722566075
201	2.718312726
202	2.712959377
203	2.705740956
204	2.689261593
205	2.681556621
206	2.671063687
207	2.660836352
208	2.65826152
209	2.645551652
210	2.645541629
211	2.641820228
212	2.641812665
213	2.641745443
214	2.641593211
215	2.64158486
216	2.619262465
217	2.616757744
218	2.616752988
219	2.616749681
220	2.610454878
221	2.606888139
222	2.586682158
223	2.578002544
224	2.570439024
225	2.564317912
226	2.550821512
227	2.544945433
228	2.543579666
229	2.529356279
230	2.523667993
231	2.517513572
232	2.509490969
233	2.49754176
234	2.490986246
235	2.479541101
236	2.471332384
237	2.46473387
238	2.464721574
239	2.464704246
240	2.458925611
241	2.458919546
242	2.457246344
243	2.457246288
244	2.44347806
245	2.443477964
246	2.434327292
247	2.43431965
248	2.42759113
249	2.427590982
250	2.427566439
251	2.41344108
252	2.413428249
253	2.413402846
254	2.401842232
255	2.398178639
256	2.398131689
257	2.398130204
258	2.398128063
259	2.375233902
260	2.368856663
261	2.368843282
262	2.368826032
263	2.364041768
264	2.360911487
265	2.354383996
266	2.354367255
267	2.351376209
268	2.343445906
269	2.339703428
270	2.339693605
271	2.332501082
272	2.322712147
273	2.311409204
274	2.307489002
275	2.307327158
276	2.305824192
277	2.305713622
278	2.299066314
279	2.299038659
280	2.289123664
281	2.28911969
282	2.289095058
283	2.278281008
284	2.276079033
285	2.276072509
286	2.276067738
287	2.27422314
288	2.274219572
289	2.274200248
290	2.274198635
291	2.272671037
292	2.27099304
293	2.2709718
294	2.26302554
295	2.26187152
296	2.261870775
297	2.255063032
298	2.255060866
299	2.25505658
300	2.244560026
301	2.244558514
302	2.236468822
303	2.228991112
304	2.225185872
305	2.225155543
306	2.225151035
307	2.221105157
308	2.221104961
309	2.221104783
310	2.221104642
311	2.221036186
312	2.221034834
313	2.220978214
314	2.217552792
315	2.20758026
316	2.203632642
317	2.197367596
318	2.197367329
319	2.197355453
320	2.195123799
321	2.195053053
322	2.189453465
323	2.189436327
324	2.189436175
325	2.189436173
326	2.189429664
327	2.187504746
328	2.180914633
329	2.180879376
330	2.180875296
331	2.180861216
332	2.176508814
333	2.166222398
334	2.166221834
335	2.156461153
336	2.15275137
337	2.152751289
338	2.152502975
339	2.15090844
340	2.150907625
341	2.147293648
342	2.147272983
343	2.135917565
344	2.135917285
345	2.131920779
346	2.131769458
347	2.121440988
348	2.113223822
349	2.10686487
350	2.103869968
351	2.103853811
352	2.103797883
353	2.09682001
354	2.095687136
355	2.095672669
356	2.095666151
357	2.091915243
358	2.087380555
359	2.087374881
360	2.087364287
361	2.082829577
362	2.082820878
363	2.082818132
364	2.082817059
365	2.082801953
366	2.082781266
367	2.07428432
368	2.074153406
369	2.073195868
370	2.062498898
371	2.062498886
372	2.056209253
373	2.049685548
374	2.049680227
375	2.045526668
376	2.045505303
377	2.039870143
378	2.039849668
379	2.03134419
380	2.031340578
381	2.031327696
382	2.028125206
383	2.028121518
384	2.028110172
385	2.028067035
386	2.021691648
387	2.021691623
388	2.021442735
389	2.021431408
390	2.021024103
391	2.020973797
392	2.016993114
393	2.016950345
394	2.016946079
395	2.009519682
396	2.006449826
397	2.00314267
398	2.002033726
399	1.99701691
400	1.996996361
401	1.996728414
402	1.996610285
403	1.988095103
404	1.98809483
405	1.987806063
406	1.982530574
407	1.982513397
408	1.978411614
409	1.97840862
410	1.966345659
411	1.96594564
412	1.965013667
413	1.952327392
414	1.952322239
415	1.952313323
416	1.952308785
417	1.952233672
418	1.949987372
419	1.949985663
420	1.949977306
421	1.942914158
422	1.942200402
423	1.936837396
424	1.930276043
425	1.930273497
426	1.929485472
427	1.929459523
428	1.929452465
429	1.929435526
430	1.924948551
431	1.921524317
432	1.919033864
433	1.919029014
434	1.917173148
435	1.908618165
436	1.908571333
437	1.907728551
438	1.907712089
439	1.907709579
440	1.905041343
441	1.905025492
442	1.905009773
443	1.905002504
444	1.903843762
445	1.896957808
446	1.895573888
447	1.894621422
448	1.894614802
449	1.894611309
450	1.894609473
451	1.888339216
452	1.888296895
453	1.888294592
454	1.885955882
455	1.885953671
456	1.881794309
457	1.881459027
458	1.881170959
459	1.874591203
460	1.874587232
461	1.872084924
462	1.872083582
463	1.872046619
464	1.872044849
465	1.872037502
466	1.872031399
467	1.868754471
468	1.8633798
469	1.858265054
470	1.855930456
471	1.855922088
472	1.855906738
473	1.852291604
474	1.851303323
475	1.850148125
476	1.848185085
477	1.84816874
478	1.845844576
479	1.845838208
480	1.844566907
481	1.844564514
482	1.84456395
483	1.844552828
484	1.844552088
485	1.844550752
486	1.844547537
487	1.844546768
488	1.843808812
489	1.84352882
490	1.838229573
491	1.838225522
492	1.838211794
493	1.838206485
494	1.838199826
495	1.830097604
496	1.828450462
497	1.828388728
498	1.826660136
499	1.82666005
500	1.825929643
501	1.825926557
502	1.825838043
503	1.821783997
504	1.816311729
505	1.816310526
506	1.816308362
507	1.816266227
508	1.816255469
509	1.816242303
510	1.81623776
511	1.816229105
512	1.816228476
513	1.816227227
514	1.816224714
515	1.816223382
516	1.814240918
517	1.811994952
518	1.810836697
519	1.804083697
520	1.803289929
521	1.803289445
522	1.803270253
523	1.802921683
524	1.802921627
525	1.802911148
526	1.802890971
527	1.801490388
528	1.797040793
529	1.797039512
530	1.797038518
531	1.797035639
532	1.797026392
533	1.797026197
534	1.797025933
535	1.797022722
536	1.797014866
537	1.797003199
538	1.797003163
539	1.796999934
540	1.796999285
541	1.789045145
542	1.788216269
543	1.78821089
544	1.788203863
545	1.788200993
546	1.787806348
547	1.787797371
548	1.787797005
549	1.787796889
550	1.787796243
551	1.777677261
552	1.777676343
553	1.777676264
554	1.777672015
555	1.777669242
556	1.777647772
557	1.777631029
558	1.777107028
559	1.777051383
560	1.77640923
561	1.774540235
562	1.774539668
563	1.774524262
564	1.773816228
565	1.773815045
566	1.767563686
567	1.76752366
568	1.76750875
569	1.767464023
570	1.767463647
571	1.765305054
572	1.765304848
573	1.764546352
574	1.763227908
575	1.763095795
576	1.763093733
577	1.763086073
578	1.762843423
579	1.756767772
580	1.756745976
581	1.756723672
582	1.756718799
583	1.756711372
584	1.756704634
585	1.756702041
586	1.751258281
587	1.74983115
588	1.749785239
589	1.749779027
590	1.749759993
591	1.744874567
592	1.744869068
593	1.743242075
594	1.743089918
595	1.743081825
596	1.74307597
597	1.741538107
598	1.740285265
599	1.740277991
600	1.740276913
601	1.740266104
602	1.740265926
603	1.738642548
604	1.73855697
605	1.738556737
606	1.738554859
607	1.738551466
608	1.738548624
609	1.738488844
610	1.738466057
611	1.738465281
612	1.738464348
613	1.738451145
614	1.738441802
615	1.738438482
616	1.738325731
617	1.738324185
618	1.734611015
619	1.734608519
620	1.734600473
621	1.734593536
622	1.734592652
623	1.734569485
624	1.73401585
625	1.734007883
626	1.734006997
627	1.733951758
628	1.732350664
629	1.732349771
630	1.728417222
631	1.72620231
632	1.726176613
633	1.726175283
634	1.726169905
635	1.722096675
636	1.719002723
637	1.718997097
638	1.718980745
639	1.718812406
640	1.718812024
641	1.718807563
642	1.717474692
643	1.717425054
644	1.717406333
645	1.717405795
646	1.717092517
647	1.717087338
648	1.71708549
649	1.717063698
650	1.716856713
651	1.715925716
652	1.715923398
653	1.715920797
654	1.710029885
655	1.704729374
656	1.703783947
657	1.700685011
658	1.700661389
659	1.698522488
660	1.698510072
661	1.698284556
662	1.697572267
663	1.697570363
664	1.697567653
665	1.697562076
666	1.697558829
667	1.695764445
668	1.69568917
669	1.695681115
670	1.695675021
671	1.695673063
672	1.69481733
673	1.689211462
674	1.689203615
675	1.689199065
676	1.685662347
677	1.685597747
678	1.685593309
679	1.685587757
680	1.68554591
681	1.680132709
682	1.680124636
683	1.674017109
684	1.673496019
685	1.673493801
686	1.673355154
687	1.673348096
688	1.673327727
689	1.67209013
690	1.67036756
691	1.670367544
692	1.670363821
693	1.670360056
694	1.670343571
695	1.670280699
696	1.670274355
697	1.670272177
698	1.670270355
699	1.670250053
700	1.67024766
701	1.670244823
702	1.67024226
703	1.670242058
704	1.670178461
705	1.670176786
706	1.668248719
707	1.668227595
708	1.666794602
709	1.663655812
710	1.660772387
711	1.660758064
712	1.660743996
713	1.659972872
714	1.659895349
715	1.659879904
716	1.659874828
717	1.659870912
718	1.658524377
719	1.658521015
720	1.653087645
721	1.649179881
722	1.645060066
723	1.64505832
724	1.645046089
725	1.644958593
726	1.644954754
727	1.644953545
728	1.644924238
729	1.643414451
730	1.643404701
731	1.64064252
732	1.638331528
733	1.638331423
734	1.638331006
735	1.638330439
736	1.638328039
737	1.638326209
738	1.63832287
739	1.6383167
740	1.638315816
741	1.638286206
742	1.638282936
743	1.637090174
744	1.637085618
745	1.637084785
746	1.63708081
747	1.637079317
748	1.637073305
749	1.637073118
750	1.637061338
751	1.637024664
752	1.637023689
753	1.637019395
754	1.634117653
755	1.634047433
756	1.634043516
757	1.63403654
758	1.634031467
759	1.634027415
760	1.634024618
761	1.63388657
762	1.633880026
763	1.633878171
764	1.633862262
765	1.633860086
766	1.633828891
767	1.633669421
768	1.630831433
769	1.629085622
770	1.628198878
771	1.62819636
772	1.628183872
773	1.62818034
774	1.626290614
775	1.626290108
776	1.623643551
777	1.62246933
778	1.62246805
779	1.622463657
780	1.613407321
781	1.613406921
782	1.613406257
783	1.613406252
784	1.613403804
785	1.613399977
786	1.611318635
787	1.611315836
788	1.611309304
789	1.611308237
790	1.611307247
791	1.608446799
792	1.608445163
793	1.608435863
794	1.606106436
795	1.60610255
796	1.606098837
797	1.606097032
798	1.60609294
799	1.602270074
800	1.597831529
801	1.597824255
802	1.597821324
803	1.597817363
804	1.597814772
805	1.596217984
806	1.596199932
807	1.596199598
808	1.596195816
809	1.596194406
810	1.596157337
811	1.596153308
812	1.596150323
813	1.596148901
814	1.596141898
815	1.596134876
816	1.596133826
817	1.596128424
818	1.596126914
819	1.596126293
820	1.596125259
821	1.596124142
822	1.596118373
823	1.596117368
824	1.596095697
825	1.596095438
826	1.595393321
827	1.595355309
828	1.595353321
829	1.595352908
830	1.595352258
831	1.59535089
832	1.595305071
833	1.595304841
834	1.595303061
835	1.595302522
836	1.593316511
837	1.592532861
838	1.592532076
839	1.592531917
840	1.592527992
841	1.592527871
842	1.592527869
843	1.59252781
844	1.592527406
845	1.589413761
846	1.587650461
847	1.587641261
848	1.587563417
849	1.587562466
850	1.587562273
851	1.587545488
852	1.587545358
853	1.587534753
854	1.587528419
855	1.587518086
856	1.587516632
857	1.584683202
858	1.582013106
859	1.582007631
860	1.581996571
861	1.581995318
862	1.581992149
863	1.581024116
864	1.581008399
865	1.580645015
866	1.580644118
867	1.57984149
868	1.577289331
869	1.577287273
870	1.577286435
871	1.577283063
872	1.575095497
873	1.57508175
874	1.572466095
875	1.572461153
876	1.572461114
877	1.572459817
878	1.572330994
879	1.572330693
880	1.572330279
881	1.572329016
882	1.572328476
883	1.57232828
884	1.572318584
885	1.572316596
886	1.572315801
887	1.572238438
888	1.572234703
889	1.572234455
890	1.572222094
891	1.572221474
892	1.572220753
893	1.572220599
894	1.572097497
895	1.572096419
896	1.572086856
897	1.568357894
898	1.565306858
899	1.565305759
900	1.564742934
901	1.562896915
902	1.562874455
903	1.56233994
904	1.562307546
905	1.562291082
906	1.562274641
907	1.558417514
908	1.558417049
909	1.557392937
910	1.557389739
911	1.55738049
912	1.557377507
913	1.555517038
914	1.555513184
915	1.555503213
916	1.55550163
917	1.555477635
918	1.555474739
919	1.55547077
920	1.555470524
921	1.555467665
922	1.555400397
923	1.553806965
924	1.551294309
925	1.551288988
926	1.551287801
927	1.551282074
928	1.551266872
929	1.551251005
930	1.551250934
931	1.551244175
932	1.551168131
933	1.551166931
934	1.551166893
935	1.550542343
936	1.550539899
937	1.550539239
938	1.550538198
939	1.550537281
940	1.550536834
941	1.550530979
942	1.550430731
943	1.550411387
944	1.550408697
945	1.550400507
946	1.550371325
947	1.549401805
948	1.549393885
949	1.549388483
950	1.549387738
951	1.549387386
952	1.549382672
953	1.54585884
954	1.545855454
955	1.545850476
956	1.545834955
957	1.545750566
958	1.542007453
959	1.542007423
960	1.54200012
961	1.541999908
962	1.541995991
963	1.541992999
964	1.54199216
965	1.541987435
966	1.54198263
967	1.541931922
968	1.54193133
969	1.541928369
970	1.541916964
971	1.541911579
972	1.541905125
973	1.540520735
974	1.54051928
975	1.540513909
976	1.540512819
977	1.538132572
978	1.538132289
979	1.538130869
980	1.538130472
981	1.538128
982	1.538002223
983	1.532014792
984	1.532012792
985	1.532010469
986	1.532009312
987	1.53200791
988	1.532003595
989	1.531995628
990	1.531990674
991	1.531984742
992	1.531976428
993	1.531975466
994	1.531971102
995	1.531969278
996	1.531968889
997	1.531968638
998	1.528775059
999	1.528431484
